,id,emotion_1,emotion_2
64,COCO_train2014_000000053608.jpg,Engagement,
65,COCO_train2014_000000274642.jpg,Sensitivity,
66,frame_hzo04gqf487tm689.jpg,Engagement,
67,COCO_val2014_000000482172.jpg,Confidence,Excitement
68,COCO_val2014_000000576031.jpg,Anticipation,Engagement
69,COCO_train2014_000000014103.jpg,Excitement,Happiness
70,frame_8bcjgl84a80cguy5.jpg,Anticipation,Doubt/Confusion
71,frame_bwnq9ntic9dpamg2.jpg,Engagement,
72,78tk87458zwsmxaoi7.jpg,Disquietment,Doubt/Confusion
73,frame_6290od7o4jvss70n.jpg,Anticipation,Doubt/Confusion
74,COCO_train2014_000000498702.jpg,Confidence,Engagement
75,COCO_train2014_000000261879.jpg,Engagement,
76,COCO_train2014_000000167028.jpg,Doubt/Confusion,Engagement
77,frame_gq8umfw35sg36nlq.jpg,Affection,Confidence
78,h705hnfsvdwf6mh2xw.jpg,Anger,Annoyance
79,COCO_train2014_000000282027.jpg,Anticipation,
80,COCO_train2014_000000396793.jpg,Anticipation,
81,frame_88u3mzsacaic5583.jpg,Engagement,
82,COCO_train2014_000000252375.jpg,Anticipation,Engagement
83,frame_hdepjixs67t3l4zo.jpg,Excitement,Happiness
84,COCO_train2014_000000483078.jpg,Anticipation,Confidence
85,COCO_val2014_000000110392.jpg,Engagement,
86,COCO_train2014_000000509626.jpg,Confidence,Engagement
87,ab3l4riuiqrc4ivkqk.jpg,Disconnection,Peace
88,4le1bbiky5djx0iuln.jpg,Confidence,Esteem
89,COCO_train2014_000000102225.jpg,Confidence,Engagement
90,COCO_train2014_000000533291.jpg,Confidence,Engagement
91,frame_482f0lsguoiv0sk6.jpg,Excitement,
92,COCO_train2014_000000377160.jpg,Happiness,
93,COCO_val2014_000000510791.jpg,Anticipation,Confidence
94,COCO_train2014_000000252801.jpg,Anticipation,
95,COCO_val2014_000000108758.jpg,Confidence,
96,COCO_train2014_000000107072.jpg,Anticipation,
97,frame_ddghjgrf7k9jei5j.jpg,Engagement,
98,frame_7qztqnocqk4d67lc.jpg,Anticipation,Confidence
99,frame_hkvjon62ft6acgnx.jpg,Anticipation,Confidence
100,COCO_val2014_000000571264.jpg,Engagement,Peace
101,COCO_train2014_000000565387.jpg,Engagement,Fear
102,COCO_train2014_000000385280.jpg,Anticipation,
103,COCO_train2014_000000331832.jpg,Engagement,Peace
104,frame_6x5lpc7dh3yvrnc3.jpg,Confidence,Engagement
105,frame_jsnriwfd0ffphs5g.jpg,Affection,Happiness
106,frame_63mtckpdjfc0y9q8.jpg,Anticipation,Engagement
107,COCO_val2014_000000202476.jpg,Anticipation,Confidence
108,COCO_train2014_000000269588.jpg,Anticipation,Yearning
109,frame_98zn80gxar4u0kzg.jpg,Annoyance,Disapproval
110,COCO_train2014_000000106596.jpg,Confidence,
111,COCO_train2014_000000385744.jpg,Yearning,
112,COCO_train2014_000000147012.jpg,Engagement,
113,COCO_train2014_000000334220.jpg,Pleasure,
114,COCO_train2014_000000167397.jpg,Engagement,Excitement
115,COCO_train2014_000000221625.jpg,Anticipation,Engagement
116,frame_0v2clxpnah9oj514.jpg,Engagement,
117,COCO_val2014_000000160480.jpg,Engagement,
118,COCO_train2014_000000560391.jpg,Disconnection,Engagement
119,COCO_train2014_000000028642.jpg,Engagement,
120,COCO_val2014_000000178283.jpg,Anticipation,Engagement
121,frame_1cnsgmoppetoruv9.jpg,Affection,Excitement
122,COCO_train2014_000000336858.jpg,Engagement,
123,frame_hqxrmmcc6c2zqzr4.jpg,Excitement,Happiness
124,COCO_train2014_000000431405.jpg,Anticipation,Confidence
125,frame_ek3zcwpt9ed6j6gm.jpg,Affection,Happiness
126,COCO_train2014_000000091159.jpg,Annoyance,Anticipation
127,COCO_train2014_000000361895.jpg,Anticipation,Happiness
128,frame_4b7yta6mg9sm2x6n.jpg,Excitement,
129,COCO_train2014_000000389772.jpg,Confidence,Excitement
130,COCO_train2014_000000025461.jpg,Engagement,
131,COCO_train2014_000000024571.jpg,Confidence,Engagement
132,frame_fvot32utqi78m926.jpg,Disconnection,
133,COCO_train2014_000000254011.jpg,Anticipation,
134,COCO_val2014_000000563349.jpg,Anticipation,Engagement
135,COCO_train2014_000000213135.jpg,Engagement,Excitement
136,COCO_train2014_000000256276.jpg,Engagement,
137,frame_6npxf90s9ozbfo99.jpg,Disconnection,Peace
138,frame_gfeivpuiazkxf29e.jpg,Happiness,Surprise
139,frame_jbtqq5ahai9ylby3.jpg,Anger,
140,COCO_train2014_000000394058.jpg,Confidence,Excitement
141,COCO_train2014_000000006692.jpg,Happiness,
142,COCO_train2014_000000288223.jpg,Anticipation,Engagement
143,COCO_train2014_000000360548.jpg,Happiness,
144,COCO_val2014_000000047801.jpg,Anticipation,Confidence
145,COCO_train2014_000000002842.jpg,Confidence,Esteem
146,COCO_train2014_000000199865.jpg,Confidence,Engagement
147,frame_2m658fp3xgkeqkug.jpg,Happiness,Pleasure
148,COCO_train2014_000000441828.jpg,Confidence,Engagement
149,03tzxn73art6yidfhe.jpg,Anticipation,Engagement
150,COCO_train2014_000000087604.jpg,Confidence,Engagement
151,COCO_train2014_000000042312.jpg,Engagement,
152,COCO_train2014_000000156763.jpg,Confidence,Engagement
153,sun_ajjqvlkgojhqxjal.jpg,Engagement,
154,COCO_train2014_000000162177.jpg,Pleasure,
155,COCO_val2014_000000509403.jpg,Anticipation,Esteem
156,COCO_train2014_000000367519.jpg,Confidence,Excitement
157,COCO_train2014_000000202906.jpg,Disconnection,
158,frame_c9ctv7ctm2dnic4v.jpg,Engagement,Esteem
159,COCO_train2014_000000230061.jpg,Engagement,
160,COCO_train2014_000000163435.jpg,Confidence,Engagement
161,frame_k43u0wqy98p0ihaw.jpg,Happiness,
162,frame_8add2r7r1w3oj417.jpg,Disconnection,
163,COCO_train2014_000000030299.jpg,Engagement,
164,COCO_train2014_000000181929.jpg,Confidence,Engagement
165,COCO_train2014_000000071223.jpg,Confidence,Engagement
166,COCO_train2014_000000248403.jpg,Happiness,
167,COCO_train2014_000000360271.jpg,Sadness,
168,COCO_train2014_000000470053.jpg,Confidence,Engagement
169,9jhdi4c8zh2fruuuz8.jpg,Anticipation,Doubt/Confusion
170,COCO_train2014_000000055516.jpg,Confidence,Excitement
171,COCO_train2014_000000219935.jpg,Disconnection,Engagement
172,COCO_train2014_000000319521.jpg,Excitement,
173,frame_4pnnwfq2nvd0l7sk.jpg,Engagement,
174,COCO_train2014_000000347263.jpg,Anticipation,
175,COCO_train2014_000000129510.jpg,Anticipation,
176,COCO_val2014_000000505818.jpg,Disconnection,
177,COCO_train2014_000000512854.jpg,Happiness,Pleasure
178,COCO_train2014_000000415551.jpg,Anticipation,Engagement
179,edknfl4d7l58nt06sm.jpg,Annoyance,Aversion
180,COCO_train2014_000000178411.jpg,Engagement,
181,frame_a7xhjxzcp8nhw69p.jpg,Engagement,
182,COCO_val2014_000000222681.jpg,Anticipation,Engagement
183,COCO_val2014_000000485090.jpg,Anticipation,Engagement
184,frame_fq5auwuqb7gh7kn6.jpg,Happiness,
185,COCO_val2014_000000097924.jpg,Anticipation,Disquietment
186,COCO_train2014_000000074345.jpg,Confidence,Engagement
187,COCO_train2014_000000439678.jpg,Happiness,
188,COCO_val2014_000000468993.jpg,Disconnection,Engagement
189,COCO_train2014_000000246280.jpg,Anticipation,Engagement
190,COCO_train2014_000000298031.jpg,Suffering,
191,COCO_val2014_000000148911.jpg,Anticipation,Engagement
192,COCO_train2014_000000169863.jpg,Anticipation,Yearning
193,COCO_train2014_000000426839.jpg,Anticipation,Engagement
194,COCO_train2014_000000567082.jpg,Engagement,
195,COCO_train2014_000000147568.jpg,Engagement,
196,frame_3oyfqqmeecsjb728.jpg,Engagement,Happiness
197,COCO_val2014_000000075783.jpg,Confidence,Excitement
198,COCO_train2014_000000458057.jpg,Esteem,Peace
199,frame_gko26fo2wzz06i1r.jpg,Engagement,
200,COCO_val2014_000000552247.jpg,Affection,Excitement
201,COCO_val2014_000000221521.jpg,Engagement,
202,COCO_train2014_000000457168.jpg,Engagement,
203,COCO_train2014_000000271906.jpg,Anticipation,
204,COCO_train2014_000000552985.jpg,Confidence,Excitement
205,COCO_train2014_000000186246.jpg,Engagement,
206,COCO_train2014_000000481931.jpg,Engagement,
207,frame_8z9jb1ci5zo2x7tt.jpg,Engagement,
208,COCO_train2014_000000412720.jpg,Engagement,
209,6h85d8d0rrvntefpkq.jpg,Disapproval,Sadness
210,007eear5kx5qhbzewz.jpg,Affection,Happiness
211,COCO_val2014_000000553443.jpg,Peace,
212,frame_dmt5sh6c2mlvoqp0.jpg,Anticipation,Engagement
213,COCO_train2014_000000510594.jpg,Annoyance,
214,COCO_train2014_000000544819.jpg,Anticipation,Engagement
215,COCO_train2014_000000509419.jpg,Engagement,
216,COCO_val2014_000000581328.jpg,Engagement,
217,COCO_train2014_000000438055.jpg,Confidence,Engagement
218,COCO_train2014_000000377110.jpg,Confidence,Happiness
219,COCO_train2014_000000466845.jpg,Engagement,
220,COCO_train2014_000000259467.jpg,Anticipation,
221,frame_isu79b1cwubdfhmg.jpg,Engagement,
222,frame_e2f1a6s2780ils40.jpg,Disconnection,
223,COCO_val2014_000000242543.jpg,Engagement,
224,COCO_val2014_000000146667.jpg,Engagement,
225,frame_5mtdu6yxgkltk8nc.jpg,Engagement,
226,COCO_train2014_000000043264.jpg,Affection,Confidence
227,COCO_val2014_000000203466.jpg,Anticipation,Confidence
228,COCO_train2014_000000137832.jpg,Engagement,Excitement
229,2wd2hxmqz5sbgy2ypo.jpg,Affection,Happiness
230,COCO_val2014_000000072376.jpg,Engagement,Excitement
231,2dx6iyafrj0xqsbyxz.jpg,Affection,Esteem
232,COCO_train2014_000000480947.jpg,Confidence,Pleasure
233,frame_hgjcg5y89ooy0gul.jpg,Sadness,Yearning
234,COCO_val2014_000000212054.jpg,Engagement,Happiness
235,COCO_train2014_000000383452.jpg,Yearning,
236,frame_hl32tqfwoavgpc0f.jpg,Happiness,Surprise
237,frame_aikchmxpza1lzk85.jpg,Engagement,
238,frame_i9i87bp5glxa4qgv.jpg,Excitement,Happiness
239,frame_dfne06yl7tjnzbdt.jpg,Affection,Anticipation
240,COCO_train2014_000000205131.jpg,Disconnection,
241,frame_7diuhdr9mxx153xs.jpg,Engagement,
242,COCO_val2014_000000033759.jpg,Anticipation,Confidence
243,COCO_train2014_000000106994.jpg,Confidence,Engagement
244,8w9mab5ujnmma506e1.jpg,Fatigue,
245,COCO_train2014_000000046473.jpg,Disconnection,
246,COCO_train2014_000000444168.jpg,Affection,Happiness
247,COCO_train2014_000000045659.jpg,Happiness,
248,frame_j9vbydagsea8s830.jpg,Engagement,Peace
249,COCO_train2014_000000109095.jpg,Engagement,
250,frame_dqx3pak8cayina6c.jpg,Engagement,
251,85e4yd4bqerachtx4a.jpg,Disconnection,Disquietment
252,COCO_train2014_000000330100.jpg,Affection,Aversion
253,frame_belw7xz1lwepxcyq.jpg,Sympathy,
254,COCO_train2014_000000208945.jpg,Engagement,
255,COCO_val2014_000000477805.jpg,Engagement,
256,COCO_train2014_000000419767.jpg,Anticipation,Engagement
257,COCO_train2014_000000443005.jpg,Confidence,Happiness
258,COCO_train2014_000000235545.jpg,Anticipation,Confidence
259,COCO_train2014_000000215334.jpg,Confidence,Engagement
260,COCO_train2014_000000203798.jpg,Engagement,
261,COCO_train2014_000000102766.jpg,Engagement,Excitement
262,COCO_train2014_000000305687.jpg,Anticipation,
263,frame_hxrt3v35rhil6sx5.jpg,Fatigue,Peace
264,COCO_val2014_000000202799.jpg,Anticipation,Engagement
265,frame_agwju3cp0bxlvxbo.jpg,Engagement,
266,COCO_val2014_000000461884.jpg,Anticipation,Engagement
267,COCO_val2014_000000203669.jpg,Anticipation,Engagement
268,COCO_train2014_000000526729.jpg,Confidence,Engagement
269,COCO_train2014_000000524027.jpg,Anticipation,Engagement
270,COCO_train2014_000000392055.jpg,Yearning,
271,frame_3y7ongmmed2hmgec.jpg,Engagement,
272,frame_d3mgf5t00jbvpkm3.jpg,Engagement,
273,COCO_val2014_000000137395.jpg,Confidence,Engagement
274,COCO_train2014_000000233143.jpg,Sensitivity,
275,COCO_val2014_000000114055.jpg,Anticipation,Confidence
276,COCO_train2014_000000117764.jpg,Anticipation,Sensitivity
277,COCO_val2014_000000184611.jpg,Engagement,
278,COCO_train2014_000000042089.jpg,Engagement,Pain
279,frame_dro0zgb34a2kepgx.jpg,Anticipation,Engagement
280,COCO_train2014_000000145462.jpg,Confidence,Excitement
281,COCO_train2014_000000399630.jpg,Confidence,Excitement
282,COCO_train2014_000000217224.jpg,Esteem,
283,COCO_train2014_000000253054.jpg,Confidence,Engagement
284,COCO_val2014_000000194532.jpg,Engagement,Excitement
285,COCO_train2014_000000417446.jpg,Sensitivity,
286,COCO_val2014_000000154816.jpg,Engagement,
287,COCO_train2014_000000483769.jpg,Happiness,
288,frame_cmwvbpa676fz8xne.jpg,Affection,Engagement
289,COCO_train2014_000000508449.jpg,Disquietment,
290,COCO_train2014_000000328676.jpg,Excitement,Happiness
291,COCO_train2014_000000386783.jpg,Anticipation,
292,COCO_train2014_000000490801.jpg,Disquietment,Engagement
293,COCO_train2014_000000475932.jpg,Anticipation,
294,frame_egot35ej6dqtyuvz.jpg,Happiness,
295,COCO_train2014_000000563617.jpg,Confidence,Pleasure
296,frame_3s4re47ibjv2yfmm.jpg,Happiness,Pleasure
297,COCO_val2014_000000242189.jpg,Anticipation,Disapproval
298,COCO_train2014_000000450761.jpg,Engagement,
299,COCO_train2014_000000462065.jpg,Anticipation,Engagement
300,COCO_train2014_000000258853.jpg,Yearning,
301,COCO_val2014_000000527733.jpg,Engagement,Excitement
302,COCO_train2014_000000572215.jpg,Engagement,
303,frame_973aedrh13i729ej.jpg,Doubt/Confusion,Engagement
304,frame_4tdwa014fryeivdi.jpg,Engagement,Pleasure
305,COCO_train2014_000000091642.jpg,Excitement,Happiness
306,COCO_train2014_000000469667.jpg,Surprise,
307,COCO_val2014_000000568765.jpg,Confidence,Engagement
308,frame_0aq5syw399y8i84x.jpg,Engagement,
309,COCO_train2014_000000466491.jpg,Confidence,Fatigue
310,frame_eqqloog40nrqm6m0.jpg,Engagement,
311,COCO_val2014_000000142620.jpg,Disconnection,Happiness
312,COCO_train2014_000000423834.jpg,Disquietment,Fatigue
313,COCO_train2014_000000122802.jpg,Anticipation,Engagement
314,COCO_train2014_000000301200.jpg,Anticipation,
315,frame_9pwj5e0e3540mhk2.jpg,Affection,Fatigue
316,COCO_train2014_000000246932.jpg,Anticipation,Engagement
317,gfyoe3zypsw0svkvot.jpg,Anger,Annoyance
318,COCO_train2014_000000221748.jpg,Anticipation,Engagement
319,COCO_train2014_000000216987.jpg,Excitement,Happiness
320,COCO_train2014_000000103166.jpg,Excitement,Happiness
321,frame_apuu489hshsoqtl6.jpg,Embarrassment,Engagement
322,frame_31c0xtwggyhcb6gm.jpg,Anticipation,Confidence
323,COCO_train2014_000000139429.jpg,Happiness,Peace
324,COCO_train2014_000000258094.jpg,Yearning,
325,frame_74lvswsq4ypb5np5.jpg,Engagement,
326,COCO_train2014_000000067117.jpg,Anticipation,Engagement
327,frame_5hqdsljyhnp6xwbc.jpg,Engagement,
328,COCO_val2014_000000484893.jpg,Engagement,
329,COCO_train2014_000000456800.jpg,Anticipation,Fatigue
330,COCO_train2014_000000050597.jpg,Peace,
331,COCO_train2014_000000177658.jpg,Engagement,
332,COCO_val2014_000000114291.jpg,Engagement,Excitement
333,frame_jfnoq3czeeii2exs.jpg,Anticipation,Engagement
334,COCO_train2014_000000525572.jpg,Confidence,Engagement
335,COCO_train2014_000000095711.jpg,Excitement,Fear
336,frame_1ubbcnyc274khdlu.jpg,Engagement,
337,COCO_train2014_000000206801.jpg,Doubt/Confusion,
338,COCO_val2014_000000140332.jpg,Engagement,Excitement
339,frame_i1gbq80jq8yd2tjk.jpg,Engagement,
340,frame_i257k79i9orxw84k.jpg,Fear,Sadness
341,COCO_train2014_000000189810.jpg,Happiness,Pleasure
342,COCO_train2014_000000318175.jpg,Engagement,Excitement
343,frame_kuq0kdzyl2m9b7eo.jpg,Confidence,Excitement
344,COCO_train2014_000000398367.jpg,Annoyance,Engagement
345,frame_d998hookcg6inu0j.jpg,Disconnection,
346,COCO_train2014_000000333684.jpg,Yearning,
347,COCO_train2014_000000031590.jpg,Sympathy,
348,COCO_train2014_000000211033.jpg,Confidence,Excitement
349,COCO_val2014_000000543025.jpg,Engagement,
350,COCO_train2014_000000512298.jpg,Engagement,Excitement
351,COCO_train2014_000000356006.jpg,Engagement,
352,COCO_train2014_000000473373.jpg,Engagement,
353,COCO_val2014_000000078060.jpg,Happiness,Peace
354,COCO_val2014_000000470952.jpg,Engagement,
355,COCO_train2014_000000267556.jpg,Anticipation,
356,COCO_train2014_000000335321.jpg,Anticipation,Happiness
357,COCO_train2014_000000134496.jpg,Peace,
358,frame_i2z4j8ih080q3cma.jpg,Excitement,
359,COCO_train2014_000000505420.jpg,Confidence,Engagement
360,frame_k7l5mndx4o6fuoat.jpg,Confidence,Excitement
361,COCO_train2014_000000252905.jpg,Anticipation,
362,COCO_train2014_000000524420.jpg,Confidence,Engagement
363,COCO_train2014_000000236759.jpg,Engagement,
364,COCO_train2014_000000319690.jpg,Anticipation,Engagement
365,COCO_train2014_000000513657.jpg,Engagement,
366,COCO_val2014_000000143961.jpg,Engagement,Sympathy
367,COCO_train2014_000000104888.jpg,Doubt/Confusion,
368,COCO_train2014_000000455427.jpg,Disconnection,Engagement
369,COCO_train2014_000000490087.jpg,Happiness,
370,COCO_train2014_000000385913.jpg,Excitement,
371,COCO_train2014_000000410441.jpg,Anticipation,Aversion
372,COCO_train2014_000000011690.jpg,Sympathy,
373,COCO_val2014_000000116341.jpg,Anticipation,Engagement
374,frame_57juemniopi37pnb.jpg,Confidence,Engagement
375,COCO_train2014_000000071005.jpg,Confidence,Happiness
376,frame_c0d3mkgrwtunn5p7.jpg,Anticipation,Engagement
377,COCO_train2014_000000445462.jpg,Disconnection,Engagement
378,COCO_val2014_000000581245.jpg,Engagement,
379,COCO_val2014_000000531061.jpg,Disconnection,
380,COCO_train2014_000000449889.jpg,Confidence,
381,COCO_val2014_000000114033.jpg,Anticipation,Engagement
382,COCO_val2014_000000162189.jpg,Anticipation,Engagement
383,COCO_train2014_000000024716.jpg,Anticipation,Happiness
384,COCO_train2014_000000034816.jpg,Disquietment,Embarrassment
385,sun_deeiqqckmjalhvyj.jpg,Engagement,
386,COCO_val2014_000000566321.jpg,Anticipation,Engagement
387,frame_h43vok560prd2fs0.jpg,Engagement,Peace
388,COCO_val2014_000000501875.jpg,Anticipation,Confidence
389,COCO_val2014_000000213359.jpg,Engagement,Excitement
390,COCO_train2014_000000456341.jpg,Engagement,Excitement
391,COCO_train2014_000000296257.jpg,Confidence,
392,frame_b4zarwebaimcsflc.jpg,Engagement,
393,COCO_val2014_000000177338.jpg,Confidence,Engagement
394,frame_d8e8zt0xx79rhd3a.jpg,Affection,Confidence
395,COCO_train2014_000000251754.jpg,Engagement,Happiness
396,frame_cm2vy65qzvcv2f87.jpg,Disconnection,Happiness
397,frame_dy0xnq4fy1sn1ra8.jpg,Anticipation,Engagement
398,frame_0cs63q843g5bdvq5.jpg,Engagement,Excitement
399,COCO_train2014_000000537543.jpg,Anticipation,Engagement
400,COCO_val2014_000000020774.jpg,Engagement,Peace
401,COCO_val2014_000000523953.jpg,Fatigue,
402,frame_7ed6c8al4ihr3zvr.jpg,Confidence,Excitement
403,COCO_val2014_000000558294.jpg,Confidence,Peace
404,COCO_train2014_000000078358.jpg,Confidence,Engagement
405,COCO_train2014_000000173519.jpg,Confidence,Engagement
406,frame_2irkhc9vhbtxydww.jpg,Anticipation,Engagement
407,COCO_train2014_000000360475.jpg,Confidence,Happiness
408,frame_kz4qbgr5rna0vfaf.jpg,Disconnection,
409,frame_bkl5huma5k3qm9ud.jpg,Engagement,
410,COCO_val2014_000000483368.jpg,Anticipation,Confidence
411,frame_6nbgydw6c7wdnzx1.jpg,Engagement,
412,COCO_train2014_000000183538.jpg,Doubt/Confusion,
413,COCO_train2014_000000183805.jpg,Happiness,Pleasure
414,frame_gdirkxdgr1qxyd90.jpg,Happiness,Pain
415,frame_j0ra900ct1uwnju0.jpg,Happiness,
416,COCO_train2014_000000220226.jpg,Engagement,
417,COCO_train2014_000000535971.jpg,Confidence,Excitement
418,frame_jjko64pib60qhjet.jpg,Confidence,Sadness
419,COCO_train2014_000000247126.jpg,Confidence,Engagement
420,COCO_train2014_000000350939.jpg,Yearning,
421,COCO_train2014_000000462509.jpg,Anticipation,Engagement
422,COCO_train2014_000000324882.jpg,Confidence,Excitement
423,frame_lanjguyxen110f2o.jpg,Happiness,
424,COCO_train2014_000000444171.jpg,Engagement,Esteem
425,COCO_train2014_000000220417.jpg,Anticipation,
426,3ehhn46l9yimyuaed8.jpg,Confidence,Excitement
427,frame_iki3j35k80cw0t6v.jpg,Engagement,
428,COCO_val2014_000000265719.jpg,Confidence,Happiness
429,COCO_train2014_000000296153.jpg,Embarrassment,
430,COCO_val2014_000000260994.jpg,Engagement,
431,COCO_train2014_000000159768.jpg,Yearning,
432,COCO_train2014_000000422583.jpg,Anticipation,Engagement
433,frame_buzpuitr3r0g31br.jpg,Anticipation,Confidence
434,COCO_val2014_000000544120.jpg,Excitement,Happiness
435,COCO_train2014_000000476681.jpg,Confidence,Engagement
436,COCO_val2014_000000196141.jpg,Anticipation,Confidence
437,COCO_train2014_000000151237.jpg,Excitement,Happiness
438,frame_7s5y7yti09w5wwo4.jpg,Engagement,Happiness
439,COCO_train2014_000000431400.jpg,Yearning,
440,COCO_val2014_000000514984.jpg,Anticipation,Engagement
441,COCO_train2014_000000484599.jpg,Anticipation,Excitement
442,COCO_val2014_000000106206.jpg,Engagement,Excitement
443,COCO_val2014_000000072155.jpg,Engagement,
444,COCO_train2014_000000487880.jpg,Engagement,Excitement
445,COCO_train2014_000000204837.jpg,Anticipation,
446,COCO_train2014_000000381116.jpg,Anticipation,Engagement
447,COCO_val2014_000000243148.jpg,Affection,Anticipation
448,COCO_val2014_000000529314.jpg,Excitement,
449,COCO_train2014_000000516474.jpg,Yearning,
450,COCO_val2014_000000259497.jpg,Doubt/Confusion,Fatigue
451,COCO_train2014_000000039434.jpg,Engagement,
452,frame_7uf2x5e0uo6d726u.jpg,Confidence,Engagement
453,COCO_val2014_000000053364.jpg,Engagement,Happiness
454,COCO_train2014_000000521281.jpg,Happiness,
455,COCO_train2014_000000235429.jpg,Anticipation,
456,COCO_train2014_000000180987.jpg,Anticipation,Engagement
457,COCO_train2014_000000090843.jpg,Disconnection,Engagement
458,COCO_val2014_000000119513.jpg,Engagement,
459,COCO_train2014_000000198785.jpg,Happiness,
460,frame_lhzdwlyma0yks6ny.jpg,Anticipation,Disconnection
461,COCO_train2014_000000447082.jpg,Engagement,
462,52gh9b4qzpgl8clrxy.jpg,Happiness,Pleasure
463,frame_lp132835mgzi6g32.jpg,Anticipation,
464,COCO_train2014_000000330177.jpg,Anticipation,Engagement
465,frame_5jjv1ociqnfwplzr.jpg,Engagement,Excitement
466,frame_5trqiebh1s6h9lg6.jpg,Anticipation,Engagement
467,labelme_ihpgihxxnmwqdcd.jpg,Anticipation,Excitement
468,COCO_val2014_000000188417.jpg,Engagement,Fatigue
469,sun_aoumcxqghppwjchf.jpg,Engagement,
470,COCO_val2014_000000511066.jpg,Disapproval,Disconnection
471,COCO_train2014_000000464812.jpg,Confidence,Happiness
472,COCO_train2014_000000253251.jpg,Peace,Sensitivity
473,COCO_train2014_000000350518.jpg,Engagement,
474,COCO_train2014_000000206857.jpg,Anticipation,
475,frame_5zvm7jv460br8d5g.jpg,Disconnection,Peace
476,COCO_train2014_000000289514.jpg,Anticipation,
477,280dp8lwiegcqa2q1z.jpg,Excitement,Happiness
478,4pkh06u2qu1azmrvsi.jpg,Anticipation,Engagement
479,frame_5gvj5ho3n2da3rgl.jpg,Disquietment,Engagement
480,COCO_train2014_000000078550.jpg,Excitement,Pleasure
481,COCO_train2014_000000308139.jpg,Anticipation,Happiness
